SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
71780,110636,2,981,461.694,0,923.388,26C00B7D-6E19-4FBF-B9F1-23C2609E8893,00:00.0
71780,110637,3,982,461.694,0,1385.082,6666A81B-90A1-4204-A39E-9F660CA43E5F,00:00.0
71780,110638,5,783,1376.994,0,6884.97,332DCF9E-DFD2-4345-9015-F4B53AC396EE,00:00.0
71780,110639,3,809,37.152,0,111.456,C2B08405-A9BE-4F71-906C-5D7B1E26BDE4,00:00.0
71780,110640,1,810,72.162,0,72.162,351A29FB-CEB1-4CA6-BB36-506D87B82A95,00:00.0
71780,110641,2,935,24.294,0,48.588,1918CFD2-69E8-4593-B4D6-8677F18B8F62,00:00.0
71780,110642,1,925,149.874,0,149.874,21624302-CA0F-402F-8A46-5A3FFFA7D5F3,00:00.0
71780,110643,7,869,41.994,0,293.958,169C75F6-A364-46E3-8DDB-033528177458,00:00.0
71780,110644,1,880,32.994,0,32.994,C3FBB3EC-3FF6-4EE1-88CF-230E128815F3,00:00.0
71782,110667,3,714,29.994,0,89.982,E3B48EC1-8E67-4EF8-8EE0-8898167A3598,00:00.0
71782,110668,3,956,1430.442,0,4291.326,8F00F4BC-CFD1-473F-9FCE-191B7EB5F1AD,00:00.0
71782,110669,1,954,1430.442,0,1430.442,8D3B14C1-DF49-4919-942C-3BB379D7BE42,00:00.0
71782,110670,10,712,5.394,0,53.94,A7873B73-B47E-4A06-AFA4-805342A35E02,00:00.0
71782,110671,10,877,4.77,0,47.7,E7CB4BBF-3E8D-4C6E-8C87-C3D5A038266B,00:00.0
71782,110672,4,996,72.894,0,291.576,C4D69D25-2F3F-4978-B765-8255D489DB8D,00:00.0
71782,110673,6,864,38.1,0,228.6,C216D216-86CD-4E33-A713-6A97D344FA91,00:00.0
71782,110674,3,876,72,0,216,FD409A4F-DAB6-4499-81D2-07620F4ABA08,00:00.0
71782,110675,4,959,445.41,0,1781.64,CACD0B0C-270A-42BB-A48E-34A69248B19A,00:00.0
71782,110676,4,971,728.91,0,2915.64,5EDF45B8-D4FB-4714-957D-9666EA22F415,00:00.0
71782,110677,6,870,2.994,0,17.964,DC88BD9D-3DE5-49A7-B874-BADA950AB284,00:00.0
71782,110678,1,978,445.41,0,445.41,8BD27F52-34F9-498D-A838-366179F7075D,00:00.0
71782,110679,1,955,1430.442,0,1430.442,1D44BF7E-9C42-4CA1-AFD6-E6DDF9D85BC5,00:00.0
71782,110680,1,948,63.9,0,63.9,083CDD70-A4DF-44FD-863A-19B03DEEFBA4,00:00.0
71782,110681,1,994,32.394,0,32.394,8ED3D829-95AD-4BED-8894-9B76D20981B9,00:00.0
71782,110682,1,970,728.91,0,728.91,74E94A04-5C2B-4821-8FC7-069204B0BA4A,00:00.0
71782,110683,2,966,1430.442,0,2860.884,4E0A7F8E-58DA-4B23-8856-980FD461CFF8,00:00.0
71782,110684,4,884,32.394,0,129.576,5324B298-176E-4E92-9FC6-ED0C4DB55235,00:00.0
71782,110685,2,885,602.346,0,1204.692,598385DD-EA19-409E-8F17-03AB651165D0,00:00.0
71782,110686,8,715,29.994,0,239.952,4A23F5C7-D0C5-4703-8E42-69E9A280E9EF,00:00.0
71782,110687,3,894,72.876,0,218.628,EAAAE38B-FB67-4509-ABBD-FBAC1CAE2054,00:00.0
71782,110688,1,957,1430.442,0,1430.442,8D36D42E-5A61-4AA0-B8B7-A83DEEEB3DDE,00:00.0
71782,110689,2,967,1430.442,0,2860.884,406724B4-4733-4372-A4AC-84F4F493AA7E,00:00.0
71782,110690,7,708,20.994,0,146.958,4AA6F3DA-060B-4C22-B6B5-3A29C370AF8D,00:00.0
71782,110691,3,961,445.41,0,1336.23,35BA4320-0EF4-46C4-8E1B-71201D1F4FC5,00:00.0
71782,110692,2,979,445.41,0,890.82,BC718813-1D25-49C8-9369-4EC056C040D7,00:00.0
71782,110693,2,958,445.41,0,890.82,6A61199F-48C9-4DD1-8FC1-5825A1C8C7AE,00:00.0
71782,110694,1,963,445.41,0,445.41,48EADA4B-B0A7-4CD4-BD00-E7B8EEBBCFDE,00:00.0
71782,110695,1,953,728.91,0,728.91,8C2BE39E-66D9-437D-8D18-233702BC27B5,00:00.0
71782,110696,2,968,1430.442,0,2860.884,56F9396B-53F8-4386-8F08-6FEB33125913,00:00.0
71782,110697,2,951,242.994,0,485.988,35D889D9-676A-4B95-A2EA-28DA743C25A7,00:00.0
71782,110698,2,945,54.894,0,109.788,2D3AEF50-9ACE-4B59-BE1F-B9D709ECBDE2,00:00.0
71782,110699,1,916,31.584,0,31.584,20812393-5001-46EB-A7F6-69C537CBB76E,00:00.0
71782,110700,1,886,200.052,0,200.052,C09D7227-B5CB-4E1F-8489-C5456C71516E,00:00.0
71782,110701,1,892,602.346,0,602.346,00233509-2F29-4F6E-B84C-E1D38536D432,00:00.0
71782,110702,1,893,602.346,0,602.346,DF0FF5CA-B71F-49AB-852E-F4F1C934CE7A,00:00.0
71782,110703,6,881,32.394,0,194.364,87172507-65EE-414F-A162-1BC35F7AFF1F,00:00.0
71782,110704,4,883,32.394,0,129.576,A62B4EA2-985B-4C65-91D2-94E57A3B1A50,00:00.0
71782,110705,1,859,14.694,0,14.694,84402784-60D8-4A3B-B982-97661B060511,00:00.0
71782,110706,4,865,38.1,0,152.4,2FDE7943-7F34-42E3-A6F6-D8D8BA64103E,00:00.0
71782,110707,9,880,32.994,0,296.946,BC88C745-58EB-4681-9381-68FEF23D9334,00:00.0
71782,110708,6,711,20.994,0,125.964,C4DF556D-3A50-4E6D-BA45-4AD9C58CB4D5,00:00.0
71782,110709,3,707,20.994,0,62.982,EEFF1625-7749-4F51-A01D-3A9776B774F1,00:00.0
71783,110710,4,738,202.332,0,809.328,6600BD56-0E8E-4708-88AD-8B81CDDE0C66,00:00.0
71783,110711,6,939,37.254,0,223.524,49FF2935-0B3D-4BED-91D0-454C71A2CBBE,00:00.0
71783,110712,3,793,1466.01,0,4398.03,A13C9FA5-A227-4D2E-B1B9-4982187EDC65,00:00.0
71783,110713,4,977,323.994,0,1295.976,CF2858D7-F54F-4954-A9F2-87E132352D4E,00:00.0
71783,110714,9,880,32.994,0,296.946,BFBD21A7-253A-411A-9FE7-56884370529E,00:00.0
71783,110715,7,859,14.694,0,102.858,9CA42575-6BD2-4063-904A-F89DCDBFA00F,00:00.0
71783,110716,25,976,850.495,0.1,19136.1375,F9E75552-B9D0-4CFE-AC23-ABBFFA8DA03B,00:00.0
71783,110717,6,714,29.994,0,179.964,4003A2A8-7365-4F8B-9FEF-53D14B022E42,00:00.0
71783,110718,8,877,4.77,0,38.16,3650C9AC-764F-4A62-BD44-C9C302643C49,00:00.0
71783,110719,1,813,72.162,0,72.162,15B9C1AD-C3DE-474D-AC24-BF2062485549,00:00.0
71783,110720,6,881,32.394,0,194.364,7F2DC14D-5F9B-4D50-8A47-98EA49A83CE3,00:00.0
71783,110721,6,873,1.374,0,8.244,E447CABB-A2CD-4BB0-9927-A6285927BAEC,00:00.0
71783,110722,10,870,2.994,0,29.94,93D36328-D201-49C3-981B-0082F93F305A,00:00.0
71783,110723,1,822,356.898,0,356.898,710710B5-A4BE-4A71-8965-B5AC0C3F8732,00:00.0
71783,110724,1,799,672.294,0,672.294,BD3A6BD9-2D94-4BB2-B033-2CB2B879B666,00:00.0
71783,110725,2,858,14.694,0,29.388,17D042F8-7E71-4C98-A9E8-C06C6B046B9F,00:00.0
71783,110726,9,860,14.694,0,132.246,69287890-5CF2-48D4-842E-1AF037E8880B,00:00.0
71783,110727,15,864,34.925,0.05,497.68125,95523468-78C9-4659-A9E2-408F6139C1BC,00:00.0
71783,110728,3,938,24.294,0,72.882,6A7322F6-6E11-45C2-8B9E-004714CD9716,00:00.0
71783,110729,11,883,31.3142,0.02,337.567076,2BC7D17C-CB36-4ACD-A45E-5F6F0336A15A,00:00.0
71783,110730,6,722,202.332,0,1213.992,5E9D4A6A-6848-46C3-A6ED-4F5111B94302,00:00.0
71783,110731,9,884,32.394,0,291.546,443C9252-F746-4EC0-B838-2B02BEE947F6,00:00.0
71783,110732,7,998,323.994,0,2267.958,DB5FE5AD-EA68-4D7D-9B74-647141AC43B9,00:00.0
71783,110733,5,999,323.994,0,1619.97,ABDB8300-FF35-45F5-B4CA-9F627024EE30,00:00.0
71783,110734,4,797,672.294,0,2689.176,8F859C8B-6996-4E2D-9F0F-0DD0F8FEA8DB,00:00.0
71783,110735,1,798,672.294,0,672.294,D27D3EB4-56C3-4877-9902-264B2A236EAD,00:00.0
71783,110736,1,801,672.294,0,672.294,B9E766B8-CE94-4452-BB4B-02FA8138B193,00:00.0
71783,110737,5,973,1020.594,0,5102.97,22203517-0010-48F1-A777-5BB735226508,00:00.0
71783,110738,13,974,986.5742,0.02,12568.95531,AC5C5FC9-722C-4E0E-B1CA-BCF60CA65228,00:00.0
71783,110739,4,940,48.594,0,194.376,E09A8710-17CF-4E93-8D1B-89AD798E9058,00:00.0
71783,110740,3,835,356.898,0,1070.694,CC30CB7E-1260-48A9-8DEC-B7D95CC5533E,00:00.0
71783,110741,4,836,356.898,0,1427.592,0A9A4BEF-BB06-49B2-942D-C8A2CD010A84,00:00.0
71783,110742,4,838,858.9,0,3435.6,32E1242C-4571-46F4-B749-FDC8224186C8,00:00.0
71783,110743,2,718,858.9,0,1717.8,033A43F7-A88B-4D7C-8308-BC2AE7EC9779,00:00.0
71783,110744,17,715,27.4945,0.05,444.036175,B67B428A-14E3-4246-8D86-48CEEC873E8B,00:00.0
71783,110745,4,716,29.994,0,119.976,00C305B1-2D9C-488C-AE9D-983DCDA1DF06,00:00.0
71783,110746,1,875,5.394,0,5.394,115CB3DE-68BF-433C-934F-BF6EAD607011,00:00.0
71783,110747,10,865,38.1,0,381,9D1DFC31-93D5-463A-B188-6DE1A93A79B1,00:00.0
71783,110748,11,712,5.2142,0.02,56.209076,4DC0622C-E097-4B89-8466-148FCD95E6FB,00:00.0
71783,110749,15,711,19.2445,0.05,274.234125,E671D916-17C3-4DD1-B086-2B08B84877E2,00:00.0
71783,110750,2,876,72,0,144,65412ADA-B387-4EDF-B099-697CCF1F6CF7,00:00.0
71783,110751,10,707,20.994,0,209.94,D29B2630-1485-4FDE-8A3F-7C677A3CC567,00:00.0
71783,110752,11,708,20.2942,0.02,218.771476,71F6FBBF-3B29-4F55-ABD3-3577D6786501,00:00.0
71784,110753,2,711,20.994,0,41.988,D673A683-66C1-41D9-9C18-0F358E135AB7,00:00.0
71784,110754,8,885,602.346,0,4818.768,701CAC38-5268-4EE9-A66F-BA5E0F578743,00:00.0
71784,110755,2,954,1430.442,0,2860.884,0F40EF26-3A85-46A8-BBB2-A9B063AA43DD,00:00.0
71784,110756,11,870,2.8942,0.02,31.199476,1E115C68-5AF1-41D7-86C2-66F881153C6E,00:00.0
71784,110757,8,865,38.1,0,304.8,CC0C8BE2-787B-4C97-A568-02FACC05D55B,00:00.0
71784,110758,4,970,728.91,0,2915.64,3B529926-7AE8-4805-BC73-7BA460E5F1AB,00:00.0
71784,110759,1,959,445.41,0,445.41,D86EB183-494B-4BE4-889D-E14A16C29C9D,00:00.0
71784,110760,9,714,29.994,0,269.946,847F0227-DED8-4717-8F6F-DDAEACDD7CA0,00:00.0
71784,110761,10,712,5.394,0,53.94,85648CF9-A6E2-4DDC-AB71-D77D8CA27A12,00:00.0
71784,110762,4,972,728.91,0,2915.64,25E7C0F0-DAEA-4761-89FC-9B65CAA00648,00:00.0
71784,110763,8,877,4.77,0,38.16,5995A5A1-56FE-486A-8AC3-A96630355F1D,00:00.0
71784,110764,5,716,29.994,0,149.97,2258C121-5ABA-4D57-A8DE-56A6493F4547,00:00.0
71784,110765,11,965,430.563,0.02,4641.46914,4C8645BC-6DA7-465A-A1B8-9795C30920E5,00:00.0
71784,110766,6,958,445.41,0,2672.46,7FC16257-7D13-4B56-BCDF-8406522E5AE4,00:00.0
71784,110767,6,876,72,0,432,B488C4C2-E995-4314-BD7F-FBEACE20383E,00:00.0
71784,110768,2,899,200.052,0,400.104,851A9448-2136-49CD-BE6A-1E3CF23EF28A,00:00.0
71784,110769,6,858,14.694,0,88.164,9BF2D259-BF1E-4F41-9F37-F56A78E26A19,00:00.0
71784,110770,4,889,602.346,0,2409.384,9BB4B933-991F-4F9C-9BED-948C8023E1FB,00:00.0
71784,110771,7,962,445.41,0,3117.87,99D641DD-76D5-4334-9E55-99FF78125A94,00:00.0
71784,110772,2,895,200.052,0,400.104,61EFC1C5-71CE-4537-9EDE-723DD776A042,00:00.0
71784,110773,12,957,1382.7606,0.02,16261.26466,2608ABCF-0D68-4ADC-9F2F-45B931B3417D,00:00.0
71784,110774,8,979,445.41,0,3563.28,3B2DD1D1-CA84-40B0-9EE2-E8D97242760B,00:00.0
71784,110775,3,961,445.41,0,1336.23,4CFCD54C-299D-491C-ACAA-86F2C2DD98EF,00:00.0
71784,110776,5,963,445.41,0,2227.05,16FD8CCE-6D5D-4642-9D56-56D146310752,00:00.0
71784,110777,3,953,728.91,0,2186.73,5645B1BA-251A-4515-AA9A-6E9E86EEA4E7,00:00.0
71784,110778,4,966,1430.442,0,5721.768,E09D1EB7-627D-43ED-97AA-96BE7FAD32C3,00:00.0
71784,110779,6,967,1430.442,0,8582.652,0C2A84E5-A1E1-4A00-993F-19B4819AFBE0,00:00.0
71784,110780,10,969,1430.442,0,14304.42,A8EF0789-B2DA-411F-B777-DA449389D319,00:00.0
71784,110781,2,955,1430.442,0,2860.884,E8902B25-0C11-48F1-BA14-3A18072AE4DF,00:00.0
71784,110782,2,916,31.584,0,63.168,DEEFDF0C-FA8E-40CE-AB16-41F51B043796,00:00.0
71784,110783,3,896,200.052,0,600.156,EC43C98A-6838-4941-A503-3504B14FBE6B,00:00.0
71784,110784,1,900,200.052,0,200.052,3DBF3836-B3A9-48BA-8241-61DEA20DE368,00:00.0
71784,110785,1,893,602.346,0,602.346,061C861D-CADA-4884-A224-4DE4C00E97E5,00:00.0
71784,110786,8,715,29.994,0,239.952,937FC41C-A818-473D-88B4-D5FC930230F1,00:00.0
71784,110787,6,881,32.394,0,194.364,281D1C72-EC9A-4E76-93B8-F83217A26A2E,00:00.0
71784,110788,7,883,32.394,0,226.758,B7B5995F-02C9-473B-BBB5-1189F87832DC,00:00.0
71784,110789,3,884,32.394,0,97.182,0437F448-EDF0-48ED-8A88-0743E136D2DA,00:00.0
71784,110790,5,859,14.694,0,73.47,C466499E-5284-4B18-9E65-6C3628788963,00:00.0
71784,110791,23,864,34.925,0.05,763.11125,EDB4ED91-8E46-4E5E-9195-E476B7D2AD67,00:00.0
71784,110792,9,880,32.994,0,296.946,75F2181F-AD5C-4DC4-A52F-66CD7CAC3F7B,00:00.0
71784,110793,8,873,1.374,0,10.992,2B64CA83-B2FB-4AE5-A9EC-9EA1637317DB,00:00.0
71784,110794,10,707,20.994,0,209.94,B86D13FA-2545-4E15-9AB5-1162C1374A6C,00:00.0
71784,110795,12,708,20.2942,0.02,238.659792,21CBCFA9-6E2E-408F-AA28-CCC84FD4C60E,00:00.0
71796,111018,1,891,602.346,0,602.346,DD91E489-43B3-45C6-A4EA-E4D2E650019E,00:00.0
71796,111019,8,972,728.91,0,5831.28,46260489-CE09-41D8-ACE1-916E300D83C7,00:00.0
71796,111020,2,953,728.91,0,1457.82,C163C562-3ED8-41E3-AA66-2A78C3A7BFD0,00:00.0
71796,111021,1,916,31.584,0,31.584,18849A7F-AB84-4F0D-9345-A437AD535053,00:00.0
71796,111022,5,958,445.41,0,2227.05,13186B9F-42FC-487C-90FD-4EA96D113233,00:00.0
71796,111023,3,957,1430.442,0,4291.326,2DF66E6B-21E5-43B4-A91C-57FFD3033E18,00:00.0
71796,111024,9,969,1430.442,0,12873.978,24D90386-E9B3-40C4-8D04-EF0E2ACD30BB,00:00.0
71796,111025,2,967,1430.442,0,2860.884,73FF8746-1FA6-425A-99F0-3C76ED213701,00:00.0
71796,111026,3,979,445.41,0,1336.23,A96ADF3D-3F0E-439F-AD3C-23846C5F51EC,00:00.0
71796,111027,7,961,445.41,0,3117.87,32CBB9F9-6747-4B46-89C7-176928A7B742,00:00.0
71796,111028,2,965,445.41,0,890.82,4B67900D-8A1A-40D8-B654-73CFA183AC2E,00:00.0
71796,111029,1,970,728.91,0,728.91,B94D54D5-1146-43F1-BAAA-FD556194977C,00:00.0
71796,111030,3,954,1430.442,0,4291.326,C5592D27-D2A7-4687-9D43-F2F034DA8E72,00:00.0
71796,111031,1,955,1430.442,0,1430.442,9FC48164-06E3-47E3-8455-19F316C3014E,00:00.0
71796,111032,1,947,54.942,0,54.942,FDEDAB25-D27E-4D66-BB57-6A699846C3E9,00:00.0
71796,111033,1,899,200.052,0,200.052,77B7E9B6-142A-4216-8C71-F839990F536A,00:00.0
71796,111034,1,900,200.052,0,200.052,C54D207B-7EC9-4EA5-B0A7-C37C1D759B03,00:00.0
71796,111035,6,892,602.346,0,3614.076,A586DAF2-66E3-4EFF-93CE-A869C4EC6C51,00:00.0
71796,111036,1,893,602.346,0,602.346,AFDFDED7-2118-465C-8BB2-10A322DC37C2,00:00.0
71796,111037,2,885,602.346,0,1204.692,50CAFDBF-F978-4791-B376-386C2C22FA0C,00:00.0
71797,111038,4,711,20.994,0,83.976,9CFABD92-779C-4893-9DD1-652291E0CD71,00:00.0
71797,111039,2,838,858.9,0,1717.8,37AB902A-D1A1-421A-8AF0-89D144B28EFD,00:00.0
71797,111040,1,714,29.994,0,29.994,4C9F3C90-9122-42A6-B423-A3F927D39235,00:00.0
71797,111041,4,940,48.594,0,194.376,A0FCD9D2-E73D-4385-8711-F828C4DFCF41,00:00.0
71797,111042,16,883,29.6945,0.05,451.3564,143B1DB9-9435-4EAE-BC04-AF7B1A1C273C,00:00.0
71797,111043,2,913,31.584,0,63.168,11BAEC31-14FF-4009-B096-228A6687B44E,00:00.0
71797,111044,1,738,202.332,0,202.332,DD6121FB-30E7-47FF-AF1C-61B8DC690F10,00:00.0
71797,111045,3,722,202.332,0,606.996,AAB11DCE-3367-40C1-885C-CB7E72CDFDB9,00:00.0
71797,111046,5,835,356.898,0,1784.49,DB72C511-BD31-4E2A-B65A-6DEC0AAD6AEF,00:00.0
71797,111047,1,718,858.9,0,858.9,093129D0-66C4-44E6-AF23-45F0FBF0F1A4,00:00.0
71797,111048,4,715,29.994,0,119.976,14C471C4-B9D4-41A4-A7AD-BF3E339630AD,00:00.0
71797,111049,5,716,29.994,0,149.97,66FA5C4E-C414-46DB-B1E4-F29C56817D59,00:00.0
71797,111050,15,884,29.6945,0.05,423.146625,59634B96-5836-4E10-999A-4ECF310B3B16,00:00.0
71797,111051,3,875,5.394,0,16.182,37F87A70-AD19-4EED-B396-D1354AE8C08E,00:00.0
71797,111052,4,860,14.694,0,58.776,C197D7FC-0CDA-4544-9556-0D890655E4F5,00:00.0
71797,111053,6,712,5.394,0,32.364,665B21EE-2695-4156-8375-24FDF16BAD40,00:00.0
71797,111054,10,880,32.994,0,329.94,0992F82C-B35C-4EB3-B1E2-9C1884A48510,00:00.0
71797,111055,6,873,1.374,0,8.244,2324B995-DBF2-4792-B55D-5353428729D3,00:00.0
71797,111056,10,876,72,0,720,ED545DAB-6BF4-4564-B2DD-2D31EB0CA083,00:00.0
71797,111057,7,977,323.994,0,2267.958,0C938FED-3C16-450D-8937-3B039C9DDBD3,00:00.0
71797,111058,2,798,672.294,0,1344.588,663DD90E-0941-419B-8493-6BB3E829F803,00:00.0
71797,111059,2,813,72.162,0,144.324,7EC7B3B1-62EA-4C3F-A287-6514BE816D33,00:00.0
71797,111060,4,939,37.254,0,149.016,169F98EF-1AC7-4487-BC92-C801AFCF0247,00:00.0
71797,111061,2,801,672.294,0,1344.588,137EA529-E91D-404D-A2D4-5EDD73467162,00:00.0
71797,111062,6,998,323.994,0,1943.964,7BBD426B-5571-43AC-A63B-11B9801D83B5,00:00.0
71797,111063,4,999,323.994,0,1295.976,DA0727FC-962E-4444-A568-42279DE31654,00:00.0
71797,111064,3,938,24.294,0,72.882,6BDF723F-E816-45AD-9285-5ED8E6504630,00:00.0
71797,111065,5,794,1466.01,0,7330.05,1359B966-F7F4-4D6C-AE6B-99B5896B49B5,00:00.0
71797,111066,2,795,1466.01,0,2932.02,45F214A2-543B-4211-95B1-7D2360F217B3,00:00.0
71797,111067,10,797,672.294,0,6722.94,5002F031-D85D-42BF-81B0-A7784B9A66CB,00:00.0
71797,111068,8,881,32.394,0,259.152,838712D7-960E-40D1-A9B7-A03A3BBD8DF0,00:00.0
71797,111069,1,865,38.1,0,38.1,68FF53C6-989F-4278-9D34-929348D02B54,00:00.0
71797,111070,23,864,34.925,0.05,763.11125,FFE708C1-233C-40B2-8B8E-BC3CE6EEA5AF,00:00.0
71797,111071,9,976,1020.594,0,9185.346,A671B89D-BF3B-4454-B0D7-BBBD2B92AF1B,00:00.0
71797,111072,17,877,4.3725,0.05,70.615875,923B946A-58B9-4BCD-B8ED-F4AC3E043EA5,00:00.0
71797,111073,6,793,1466.01,0,8796.06,74F064E2-D628-404B-9661-15623D272B00,00:00.0
71797,111074,3,974,1020.594,0,3061.782,FC7535C2-AC75-4926-9422-265BBB1C21B0,00:00.0
71797,111075,6,707,20.994,0,125.964,5890DFC7-792B-4562-8844-EC930524778D,00:00.0
71797,111076,9,859,14.694,0,132.246,43968865-C807-4590-AB6D-7207504E81F0,00:00.0
71797,111077,5,973,1020.594,0,5102.97,2A9A17D3-50B5-45B2-BB62-2CF686B8C523,00:00.0
71797,111078,11,870,2.8942,0.02,31.199476,E35D5AC3-BE8E-4F38-AA41-55DFC2FFE751,00:00.0
71797,111079,2,717,858.9,0,1717.8,3B938F0D-7A0F-4209-A324-371E85AF3222,00:00.0
71797,111080,4,858,14.694,0,58.776,FED97E43-A1CE-4AEC-8C2E-14CF69AEFCB8,00:00.0
71797,111081,4,836,356.898,0,1427.592,2CB6FFB5-8F2C-46E2-A363-D108FACAA14D,00:00.0
71797,111082,12,708,20.2942,0.02,238.659792,D04D7CF4-E057-42BB-9632-BBB00BB2414E,00:00.0
71797,111083,2,822,356.898,0,713.796,CBE01F20-CA7E-4C94-83FC-260FC350EA2D,00:00.0
71815,111451,1,738,202.332,0,202.332,810E5535-2BDB-4D83-B26D-796E5CFF1A1B,00:00.0
71815,111452,2,835,356.898,0,713.796,DAEB0CFA-807C-46AC-8458-FFCCEF36B5B2,00:00.0
71815,111453,2,874,5.394,0,10.788,09F90EB4-24DE-4812-825E-45520602B437,00:00.0
71816,111454,1,953,728.91,0,728.91,B8A9720F-1F6F-4FE1-AD4A-AC70D4C905BD,00:00.0
71816,111455,1,954,1430.442,0,1430.442,EDC86C40-ECBD-45AF-912B-AE37D177821A,00:00.0
71816,111456,2,715,29.994,0,59.988,9F7406E4-25C9-431A-9891-F419E3F5253D,00:00.0
71816,111457,4,712,5.394,0,21.576,EE2CE69C-24EB-47FF-AB6C-BD5AABDCD6E9,00:00.0
71816,111458,3,883,32.394,0,97.182,AFFBB13E-55A8-4FA8-9CD7-809B1816C30D,00:00.0
71816,111459,1,961,445.41,0,445.41,B4E5503B-0FD8-4F2F-8675-E899DB180280,00:00.0
71816,111460,1,948,63.9,0,63.9,5F4F0AA9-ACC6-4EF7-AB68-17D0748A5512,00:00.0
71831,111790,2,869,41.994,0,83.988,73BC96FD-863B-441C-AEEA-25387C2D17AC,00:00.0
71831,111791,1,782,1376.994,0,1376.994,A5F59647-47B7-48FC-9000-0830E623981A,00:00.0
71831,111792,6,867,41.994,0,251.964,14F64FDC-4405-47B4-965C-B4F506515E8A,00:00.0
71832,111793,4,918,158.43,0,633.72,E3FEC901-9B4A-4873-8C34-74AE8600EB07,00:00.0
71832,111794,3,983,461.694,0,1385.082,039E1C26-D1E9-43EC-A2A9-FB0B73F1872D,00:00.0
71832,111795,2,781,1391.994,0,2783.988,2D9A186F-1F0E-40F1-8FA2-D459A04FBF83,00:00.0
71832,111796,1,868,41.994,0,41.994,68B0A471-B668-415A-8116-B285B4936395,00:00.0
71832,111797,1,810,72.162,0,72.162,E9BD1406-7EE1-4FD3-BB28-6F4B24D76218,00:00.0
71832,111798,1,980,461.694,0,461.694,B68452C3-17C1-4E61-BC1E-5543DE5A428B,00:00.0
71832,111799,2,925,149.874,0,299.748,69AF7AAD-E3FB-497C-873E-F6F352CE7754,00:00.0
71832,111800,2,985,112.998,0.4,135.5976,577D49D5-55B8-4D81-AD28-2EC13757CBC2,00:00.0
71832,111801,1,908,16.272,0,16.272,CC96C2F6-041D-4A67-A9FB-97A3CAC5852E,00:00.0
71832,111802,13,867,40.5942,0.02,517.170108,105F870D-F524-49CD-8F81-0AB5267ABDBC,00:00.0
71832,111803,3,782,1376.994,0,4130.982,A0A904F3-0180-4D33-ADAA-54FEEB64D511,00:00.0
71832,111804,1,937,48.594,0,48.594,FFAE3AA6-0642-40FD-A7D1-C1E34D2DF97C,00:00.0
71832,111805,1,936,37.254,0,37.254,BC390CDA-1143-4091-B9A4-52A6FFFF0857,00:00.0
71832,111806,4,743,809.76,0,3239.04,0DB92279-D76A-4868-9A47-856EC58093AB,00:00.0
